season,player_id,player_name,nationality,batting_type,bowling_type,matches,total_runs,total_balls_faced,total_wickets,total_overs,total_runs_conceded,total_mvp,mvp_std,batting_avg,true_strike_rate,bowling_avg,economy,consistency_score
2020/21,813,Jos Buttler,England,Right-hand bat,Right-arm medium,8,268,184,0,0.0,0,507.2008,51.556827848916946,33.5,145.65217391304347,inf,0.0,1.9396073065829766
2020/21,814,Ben Dunk,Australia,Left-hand bat,Right-arm offbreak,5,69,63,0,0.0,0,138.75310000000002,24.412782509005403,13.8,109.52380952380953,inf,0.0,4.096214758113375
2020/21,818,Mitchell Marsh,Australia,Right-hand bat,Right-arm medium-fast,20,382,268,4,11.3,75,833.2382666666667,46.20955863482099,19.1,142.53731343283582,18.75,6.63716814159292,2.1640544284412506
2020/21,820,Nathan Coulter Nile,Australia,Right-hand bat,Right-arm fast-medium,6,13,11,11,21.5,172,260.5595238095238,30.415609819181885,2.1666666666666665,118.18181818181819,15.636363636363637,8.0,3.287785469188064
2020/21,827,James Faulkner,Australia,Right-hand bat,Left-arm fast-medium,5,44,34,8,17.4,132,234.41114285714286,28.37572687549436,8.8,129.41176470588235,16.5,7.586206896551725,3.524138797880849
2020/21,829,Mitchell Starc,Australia,Left-hand bat,Left-arm Fast,1,1,2,2,4.0,34,41.0,,1.0,50.0,17.0,8.5,0.0
2020/21,830,Josh Hazlewood,Australia,Left-hand bat,Right-arm fast-medium,1,0,0,0,4.0,39,6.25,,0.0,0.0,inf,9.75,0.0
2020/21,837,Usman Khawaja,Australia,Left-hand bat,Right-arm medium,15,338,265,0,0.0,0,541.0301000000001,27.192689469347837,22.533333333333335,127.54716981132074,inf,0.0,3.677458977079927
2020/21,838,Glenn Maxwell,Australia,Right-hand bat,Right-arm offbreak,22,550,368,10,37.5,298,1209.7635333333333,62.096267822826555,25.0,149.45652173913044,29.8,7.946666666666666,1.6104027424855967
2020/21,843,Chadwick Walton,West Indies,Right-hand bat,Right-arm Leg-Break,5,57,42,0,0.0,0,129.1235,29.458713995013426,11.4,135.71428571428572,inf,0.0,3.394581311897299
2020/21,853,Chris Lynn,Australia,Right-hand bat,Slow left-arm orthodox,13,458,296,0,0.0,0,871.2185999999999,39.35808038994547,35.23076923076923,154.72972972972974,inf,0.0,2.5407743215430365
2020/21,985,Brendan Taylor,Zimbabwe,Right-hand bat,Right-arm offbreak,9,175,141,0,0.0,0,292.51210000000003,32.848288562842626,19.444444444444443,124.11347517730495,inf,0.0,3.044298633966524
2020/21,987,Elton Chigumbura,Zimbabwe,Right-hand bat,Right-arm fast-medium,3,41,38,0,0.0,0,82.64320000000001,23.797094548985033,13.666666666666666,107.89473684210526,inf,0.0,4.202193666716557
2020/21,1062,Jon Jon Smuts,South Africa,Right-hand bat,Slow left-arm orthodox,2,8,14,0,7.0,40,11.625033333333333,8.927199542254124,4.0,57.14285714285714,inf,5.714285714285714,11.201721158654635
2020/21,1063,Colin Ingram,South Africa,Left-hand bat,Right-arm Leg-Break,10,258,203,0,0.0,0,401.9836,22.948689891930652,25.8,127.0935960591133,inf,0.0,4.357547226918717
2020/21,1077,David Miller,South Africa,Left-hand bat,Right-arm offbreak,3,116,74,0,0.0,0,252.0515,98.01992867056849,38.666666666666664,156.75675675675674,inf,0.0,1.0202007015949406
2020/21,1089,Shafiul Islam,Bangladesh,Right-hand bat,Right-arm fast-medium,2,0,0,2,7.0,51,60.25,45.431610691235676,0.0,0.0,25.5,7.285714285714286,2.2011106029153233
2020/21,1100,Dinesh Chandimal,Sri Lanka,Right-hand bat,Right-arm offbreak,12,554,391,0,0.0,0,1038.42,116.22725076238282,46.166666666666664,141.68797953964193,inf,0.0,0.8603834242319117
2020/21,1107,Mohammad Nabi,Afghanistan,Right-hand bat,Right-arm offbreak,7,149,118,4,15.0,140,289.9885333333333,48.870730188881396,21.285714285714285,126.27118644067797,35.0,9.333333333333334,2.0462145667459466
2020/21,1109,Samiullah Shinwari,Afghanistan,Right-hand bat,Right-arm Leg-Break,4,70,39,0,1.0,13,148.1,58.00542359699364,17.5,179.4871794871795,inf,13.0,1.7239767214661441
2020/21,1113,Imrul Kayes,Bangladesh,Left-hand bat,Slow left-arm orthodox,9,171,155,0,0.0,0,250.9505,20.751581495601997,19.0,110.3225806451613,inf,0.0,4.81890982724346
2020/21,1114,Sohrawordi Shuvo,Bangladesh,Left-hand bat,Slow left-arm orthodox,2,0,1,4,7.0,45,82.66666666666667,32.99831645537222,0.0,0.0,11.25,6.428571428571429,3.0304576336566322
2020/21,1116,Craig Ervine,Zimbabwe,Left-hand bat,Right-arm offbreak,1,4,6,0,0.0,0,3.6668000000000003,,4.0,66.66666666666666,inf,0.0,0.0
2020/21,1121,Jahurul Islam,Bangladesh,Right-hand bat,Right-arm offbreak,10,254,209,0,0.0,0,445.7902,47.48169826347832,25.4,121.53110047846889,inf,0.0,2.1060746278512403
2020/21,1157,Chamu Chibhabha,Zimbabwe,Right-hand bat,Right-arm medium,3,46,39,0,0.0,0,67.3206,20.241177536645438,15.333333333333334,117.94871794871796,inf,0.0,4.940424035061992
2020/21,1159,Tendai Chatara,Zimbabwe,Right-hand bat,Right-arm fast-medium,1,0,0,1,3.0,25,15.666666666666666,,0.0,0.0,25.0,8.333333333333334,0.0
2020/21,1183,Alex Hales,England,Right-hand bat,Right-arm medium,15,543,336,0,0.0,0,1128.4453999999998,72.59966180426409,36.2,161.60714285714286,inf,0.0,1.3774168848005097
2020/21,1187,Jason Roy,England,Right-hand bat,Right-arm medium-fast,20,529,416,0,0.0,0,872.8055,35.89133600695409,26.45,127.16346153846155,inf,0.0,2.786187730114716
2020/21,1190,Danny Briggs,England,Right-hand bat,Slow left-arm orthodox,14,55,37,11,45.5,340,317.55400000000003,27.007211594812674,3.9285714285714284,148.64864864864865,30.90909090909091,7.472527472527473,3.702714723026319
2020/21,1195,Ben Stokes,England,Left-hand bat,Right-arm fast-medium,8,137,96,5,17.0,146,311.8276666666667,39.64931890169332,17.125,142.70833333333331,29.2,8.588235294117647,2.5221114200710586
2020/21,1205,Jonny Bairstow,England,Right-hand bat,Right-arm medium,7,207,141,0,0.0,0,369.8414,56.60048317165466,29.571428571428573,146.80851063829786,inf,0.0,1.7667693700904603
2020/21,1210,James Vince,England,Right-hand bat,Right-arm medium,16,537,374,0,0.0,0,951.2446,62.46748374572566,33.5625,143.58288770053477,inf,0.0,1.6008328494077129
2020/21,1318,Andre Russell,West Indies,Right-hand bat,Right-arm Fast,9,241,126,8,13.0,116,770.5837,68.94807935489293,26.77777777777778,191.26984126984127,14.5,8.923076923076923,1.4503667242893759
2020/21,1327,Johnson Charles,West Indies,Right-hand bat,Right-arm medium,6,134,98,0,0.0,0,267.6032,45.14775552895921,22.333333333333332,136.73469387755102,inf,0.0,2.2149495324492223
